"epoch","9 - _step","9 - _step__MIN","9 - _step__MAX","9 - val_len","9 - val_len__MIN","9 - val_len__MAX","17 - _step","17 - _step__MIN","17 - _step__MAX","17 - val_len","17 - val_len__MIN","17 - val_len__MAX","33 - _step","33 - _step__MIN","33 - _step__MAX","33 - val_len","33 - val_len__MIN","33 - val_len__MAX","65 - _step","65 - _step__MIN","65 - _step__MAX","65 - val_len","65 - val_len__MIN","65 - val_len__MAX","129 - _step","129 - _step__MIN","129 - _step__MAX","129 - val_len","129 - val_len__MIN","129 - val_len__MAX"
"95","826","826","826","8.964666366577148","8.964666366577148","8.964666366577148","826","826","826","9.684082984924316","9.684082984924316","9.684082984924316","826","826","826","9.635250091552734","9.635250091552734","9.635250091552734","826","826","826","9.898416519165039","9.898416519165039","9.898416519165039","826","826","826","9.333499908447266","9.333499908447266","9.333499908447266"
"96","834","834","834","8.860833168029785","8.860833168029785","8.860833168029785","834","834","834","9.712082862854004","9.712082862854004","9.712082862854004","834","834","834","9.633500099182129","9.633500099182129","9.633500099182129","834","834","834","9.975083351135254","9.975083351135254","9.975083351135254","834","834","834","9.404582977294922","9.404582977294922","9.404582977294922"
"97","843","843","843","9.075916290283203","9.075916290283203","9.075916290283203","843","843","843","9.70816707611084","9.70816707611084","9.70816707611084","843","843","843","9.643500328063965","9.643500328063965","9.643500328063965","843","843","843","9.852333068847656","9.852333068847656","9.852333068847656","843","843","843","9.339249610900879","9.339249610900879","9.339249610900879"
"98","851","851","851","9.16391658782959","9.16391658782959","9.16391658782959","851","851","851","9.666666984558105","9.666666984558105","9.666666984558105","851","851","851","9.739250183105469","9.739250183105469","9.739250183105469","851","851","851","9.945333480834961","9.945333480834961","9.945333480834961","851","851","851","9.341917037963867","9.341917037963867","9.341917037963867"
"99","860","860","860","9.07491683959961","9.07491683959961","9.07491683959961","860","860","860","9.78166675567627","9.78166675567627","9.78166675567627","860","860","860","9.750499725341797","9.750499725341797","9.750499725341797","860","860","860","9.910083770751953","9.910083770751953","9.910083770751953","860","860","860","9.40683364868164","9.40683364868164","9.40683364868164"
"100","869","869","869","9.068499565124512","9.068499565124512","9.068499565124512","869","869","869","9.847833633422852","9.847833633422852","9.847833633422852","869","869","869","9.809249877929688","9.809249877929688","9.809249877929688","869","869","869","9.94225025177002","9.94225025177002","9.94225025177002","869","869","869","9.353166580200195","9.353166580200195","9.353166580200195"
"101","878","878","878","8.879666328430176","8.879666328430176","8.879666328430176","878","878","878","9.76591682434082","9.76591682434082","9.76591682434082","878","878","878","9.764666557312012","9.764666557312012","9.764666557312012","878","878","878","9.938750267028809","9.938750267028809","9.938750267028809","878","878","878","9.3211669921875","9.3211669921875","9.3211669921875"
"102","886","886","886","9.169750213623047","9.169750213623047","9.169750213623047","886","886","886","9.7614164352417","9.7614164352417","9.7614164352417","886","886","886","9.699250221252441","9.699250221252441","9.699250221252441","886","886","886","9.96583366394043","9.96583366394043","9.96583366394043","886","886","886","9.344083786010742","9.344083786010742","9.344083786010742"
"103","895","895","895","9.001583099365234","9.001583099365234","9.001583099365234","895","895","895","9.655916213989258","9.655916213989258","9.655916213989258","895","895","895","9.790166854858398","9.790166854858398","9.790166854858398","895","895","895","9.922333717346191","9.922333717346191","9.922333717346191","895","895","895","9.352250099182129","9.352250099182129","9.352250099182129"
"104","903","903","903","8.887749671936035","8.887749671936035","8.887749671936035","903","903","903","9.684916496276855","9.684916496276855","9.684916496276855","903","903","903","9.758832931518555","9.758832931518555","9.758832931518555","903","903","903","9.892916679382324","9.892916679382324","9.892916679382324","903","903","903","9.374666213989258","9.374666213989258","9.374666213989258"
"105","912","912","912","9.052166938781738","9.052166938781738","9.052166938781738","912","912","912","9.684916496276855","9.684916496276855","9.684916496276855","912","912","912","9.733499526977539","9.733499526977539","9.733499526977539","912","912","912","9.914833068847656","9.914833068847656","9.914833068847656","912","912","912","9.326666831970215","9.326666831970215","9.326666831970215"
"106","920","920","920","8.922082901000977","8.922082901000977","8.922082901000977","920","920","920","9.690250396728516","9.690250396728516","9.690250396728516","920","920","920","9.646583557128906","9.646583557128906","9.646583557128906","920","920","920","9.949000358581543","9.949000358581543","9.949000358581543","920","920","920","9.411499977111816","9.411499977111816","9.411499977111816"
"107","929","929","929","9.209166526794434","9.209166526794434","9.209166526794434","929","929","929","9.73116683959961","9.73116683959961","9.73116683959961","929","929","929","9.793416976928711","9.793416976928711","9.793416976928711","929","929","929","9.821916580200195","9.821916580200195","9.821916580200195","929","929","929","9.547833442687988","9.547833442687988","9.547833442687988"
"108","937","937","937","8.950916290283203","8.950916290283203","8.950916290283203","937","937","937","9.745083808898926","9.745083808898926","9.745083808898926","937","937","937","9.737500190734863","9.737500190734863","9.737500190734863","937","937","937","9.907166481018066","9.907166481018066","9.907166481018066","937","937","937","9.489250183105469","9.489250183105469","9.489250183105469"
"109","946","946","946","9.022916793823242","9.022916793823242","9.022916793823242","946","946","946","9.739166259765625","9.739166259765625","9.739166259765625","946","946","946","9.798666954040527","9.798666954040527","9.798666954040527","946","946","946","9.951499938964844","9.951499938964844","9.951499938964844","946","946","946","9.448749542236328","9.448749542236328","9.448749542236328"
"110","955","955","955","9.21066665649414","9.21066665649414","9.21066665649414","955","955","955","9.668416976928711","9.668416976928711","9.668416976928711","955","955","955","9.795249938964844","9.795249938964844","9.795249938964844","955","955","955","9.884583473205566","9.884583473205566","9.884583473205566","955","955","955","9.523416519165039","9.523416519165039","9.523416519165039"
"111","964","964","964","9.225000381469727","9.225000381469727","9.225000381469727","964","964","964","9.732166290283203","9.732166290283203","9.732166290283203","964","964","964","9.677833557128906","9.677833557128906","9.677833557128906","964","964","964","9.96066665649414","9.96066665649414","9.96066665649414","964","964","964","9.358416557312012","9.358416557312012","9.358416557312012"
"112","972","972","972","9.090167045593262","9.090167045593262","9.090167045593262","972","972","972","9.669500350952148","9.669500350952148","9.669500350952148","972","972","972","9.774999618530273","9.774999618530273","9.774999618530273","972","972","972","9.92491626739502","9.92491626739502","9.92491626739502","972","972","972","9.49191665649414","9.49191665649414","9.49191665649414"
"113","981","981","981","9.145583152770996","9.145583152770996","9.145583152770996","981","981","981","9.660249710083008","9.660249710083008","9.660249710083008","981","981","981","9.80858325958252","9.80858325958252","9.80858325958252","981","981","981","9.867833137512207","9.867833137512207","9.867833137512207","981","981","981","9.493249893188477","9.493249893188477","9.493249893188477"
"114","989","989","989","9.209750175476074","9.209750175476074","9.209750175476074","989","989","989","9.732500076293945","9.732500076293945","9.732500076293945","989","989","989","9.75333309173584","9.75333309173584","9.75333309173584","989","989","989","9.947999954223633","9.947999954223633","9.947999954223633","989","989","989","9.316583633422852","9.316583633422852","9.316583633422852"
"115","998","998","998","9.230583190917969","9.230583190917969","9.230583190917969","998","998","998","9.709250450134277","9.709250450134277","9.709250450134277","998","998","998","9.817583084106445","9.817583084106445","9.817583084106445","998","998","998","9.93375015258789","9.93375015258789","9.93375015258789","998","998","998","9.44849967956543","9.44849967956543","9.44849967956543"
"116","1006","1006","1006","9.122666358947754","9.122666358947754","9.122666358947754","1006","1006","1006","9.572333335876465","9.572333335876465","9.572333335876465","1006","1006","1006","9.738333702087402","9.738333702087402","9.738333702087402","1006","1006","1006","9.950499534606934","9.950499534606934","9.950499534606934","1006","1006","1006","9.39074993133545","9.39074993133545","9.39074993133545"
"117","1015","1015","1015","8.9575834274292","8.9575834274292","8.9575834274292","1015","1015","1015","9.734749794006348","9.734749794006348","9.734749794006348","1015","1015","1015","9.80858325958252","9.80858325958252","9.80858325958252","1015","1015","1015","9.951250076293945","9.951250076293945","9.951250076293945","1015","1015","1015","9.404166221618652","9.404166221618652","9.404166221618652"
"118","1023","1023","1023","9.068416595458984","9.068416595458984","9.068416595458984","1023","1023","1023","9.696249961853027","9.696249961853027","9.696249961853027","1023","1023","1023","9.753250122070312","9.753250122070312","9.753250122070312","1023","1023","1023","9.965083122253418","9.965083122253418","9.965083122253418","1023","1023","1023","9.341333389282227","9.341333389282227","9.341333389282227"
"119","1032","1032","1032","9.149916648864746","9.149916648864746","9.149916648864746","1032","1032","1032","9.706417083740234","9.706417083740234","9.706417083740234","1032","1032","1032","9.69658374786377","9.69658374786377","9.69658374786377","1032","1032","1032","9.977916717529297","9.977916717529297","9.977916717529297","1032","1032","1032","9.475000381469727","9.475000381469727","9.475000381469727"
"120","1041","1041","1041","9.111499786376953","9.111499786376953","9.111499786376953","1041","1041","1041","9.781499862670898","9.781499862670898","9.781499862670898","1041","1041","1041","9.839583396911621","9.839583396911621","9.839583396911621","1041","1041","1041","9.960249900817871","9.960249900817871","9.960249900817871","1041","1041","1041","9.440333366394043","9.440333366394043","9.440333366394043"
"121","1050","1050","1050","9.06291675567627","9.06291675567627","9.06291675567627","1050","1050","1050","9.664750099182129","9.664750099182129","9.664750099182129","1050","1050","1050","9.892833709716797","9.892833709716797","9.892833709716797","1050","1050","1050","9.969416618347168","9.969416618347168","9.969416618347168","1050","1050","1050","9.64916706085205","9.64916706085205","9.64916706085205"
